video_id	title	info	tags	duration	category
79	Next time? It's a bad story! That's it?!	Say not for three consecutive, like it point a praise!!! Does that seem insincere?Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Ask for attention!!! Previous video: BV1EK4y1x7sb Next time not necessarily BV1N54y1B7J3 network old pyramid selling BV1rv411i7PV driving cart Cinderella BV1ZZ4y1H7Qn live so big, it is not easy BV1zf4y117J2 Dad, I will take you to climb the mountain Ri BV16D4y1Q7 On the cultivation of the old bar essence BV19D4y1 D7HV This TM is not Joan name material:School Boy BGM: Buttercup Jacob Chavez Copywriting/Voice/Editing:Catfish Chao	[2149, 3978, 5700, 1203, 5844, 931, 3899, 1248, 3886, 3331, 2174, 2898, 2961, 2858, 4312, 4053]	158	6
80	Current Status of Network Cloud Suppression	Original animation: Campus boy you look at the above thumb long press surprise oh!	[386, 4644, 5192, 1432, 1660, 3331, 1741, 2398, 1203, 5074, 621, 2898, 2116, 5575, 2957, 4312, 4053, 2214, 2661, 3899]	79	4
81	Billions of dollars are gone???	"Source: ""School Boy"" shocked, this up has become longer??? For three, for attention, white whoring also please leave your ""next time""(dog head)"	[766, 2720, 798, 1203, 1345, 3899, 3687, 5074, 2471, 1248, 621, 2174, 1020, 2147, 5455]	152	6
82	What's the one thing that pisses you off in a second?	Original animation: Campus boy video can be carried, need to indicate the source	[5207, 5443, 2923, 2566, 3331, 5085, 1203, 3431, 621, 2174, 4190, 5041, 4248, 4348, 4859, 3978, 3899, 585, 2147]	128	1
83	Have you ever seen a hidden ice pier?	Originally did not expect to be able to open out, the result of the first hair into the soul to open hidden money.	[1803, 4392, 2277, 1203, 2205, 3262, 161, 5948, 2852, 87, 5371]	131	6
84	Boyfriend kowtow to me for New Year's money? My mom scolded me for him again! What a fool!	Oh, my God, I'm the clown!	[5207, 447, 735, 361, 165, 2607, 14, 2661, 173, 3687, 3431, 5147, 2236, 3476, 4008]	166	2
85	𝙖𝙡𝙖𝙣𝙬𝙤Drink.	Bubbly.	[6121, 4542, 5268, 2262, 1950, 1791, 849, 989, 619, 5739, 3687, 4162, 1701, 2013]	159	2
86	Jaimi Jaihyun	No profile	[2262, 5407, 1317, 3189, 4218, 5621, 3107, 2013]	81	0
87	𝘼𝙡𝙖𝙣𝙒𝙝𝙖𝙩'𝙨-⚡Faded⚡	Alan What's Up Original:AlanWalker-faded	[6114, 361, 1035, 5739, 3089, 3107, 3697, 3921, 3974, 2013, 2639, 751]	111	2
88	Chen Leyi backstage tidbits: Listen to Zhou Shen rehearsal origin &unravel part	https://m.weibo.cn/7375594983/4532085325570613 The sister is also beautiful and great! Happy birthday to you!	[5115, 3972, 2262, 361, 1086, 3686, 1206, 1413, 1381, 1152, 5927, 5642]	163	3
89	Foreigners on youtube have raved about ancient chinese weddings, saying that if you can realize your wish, you must report such a wedding.	Foreigners on youtube have raved about ancient chinese weddings, saying that if you can realize your wish, you must report such a wedding.	[1304, 3710, 1899, 4873, 46, 2953, 962, 4758, 4928, 2098, 144, 2236, 5650, 6055, 450, 3205, 4384]	140	3
90	The first attempt at ae works--a week of liver work	Junior ae course homework, stayed up a few nights, fortunately the hair is still there, zero-based ae, the first time to do this style. The quality is a bit rough due to time constraints. Learn from each big guy in station B.	[512, 4442, 5363, 209, 1283, 592, 1203, 2781, 1386, 4704, 3774, 4242, 1539, 3691, 3140]	113	6
91	When the chemistry teacher turned on the cold water after class but forgot to turn off the live broadcast	I didn't expect a sulky, gentle, middle-aged male chemistry teacher to play against the water.	[2049, 4652, 5292, 2158, 2236, 1096, 3205, 5029, 1498]	135	3
92	"Station B 106,000 people together for blind mothers to build a new house, a sentence ""the first time someone is good to me"" makes people heartache."	Thank you for every praise. This is what you built for them together. They won't express it. I thank you for them here. Because of all of you, they will become better. Thank you all for witnessing their changes with me.	[4411, 5774, 5113, 2629, 2455, 4468, 2236, 5608, 3205, 1442, 5966, 3121]	107	3
93	I'm really good at swearing at my fans.	I have been lovely to (dubbing me later I copywriter I thank the big Garaikang!! More than heart!!	[1509, 1009, 5725, 731, 1203, 1892, 5642, 3899, 542, 5443, 621, 57, 1283, 3820, 5223, 2729]	79	4
94	"How fancy to say ""teeth white to death inside"" too brainwashed!"	All voice/text/planning/video/audio post:My creation is not easy to hope that three companies support more! Unauthorized reprinting is prohibited. Thank you for the last video (with portal BV1Dk4y1r75n attached). Some friends have reported missing the white teeth. Make up a lot at one time! I hope to see the end. It sounds like a real sound! Entertainment to the video, please don't compare with the original sound too much, don't like it, don't spray thank you ~	[2435, 459, 3164, 5725, 361, 1203, 3899, 4658, 621, 2294, 5605, 1448, 1178, 5223]	80	4
95	When your wives say sweet things to you ~	Happy Tanabata!! Video/Cover Source: id=76881693id=671593id=13284737id=17948813id=76563997id=72717550id=75285120id=76596411id=14558459 Crazy Qi Happy Happy Happy Happy Happy Happy Happy!!!!!!	[1164, 5725, 1203, 5098, 4004, 1086, 3899, 3917, 278, 4486, 621, 4477]	126	4
96	And you send out shake M voice: wife scold me!	It's all done! It's all done!	[1164, 5725, 5273, 1283, 1203, 3899, 3917, 5443, 278, 4486, 621, 4477]	124	6
97	[National Man] Stealing Stars September Day Movie Preview	. 've seen it in the past few years. . didn't expect that Star Stealing also made. movie, although it is Star Stealing Black,. am also happy for the 2D national cartoon that is not an animal. But a lot of special effects is really a bad demonstration.	[1983, 1625, 1082, 5344, 3749, 1203, 3768, 2236, 1413, 601, 1870, 1611, 3205]	98	6
98	17 years old like this, can you still save it?	BGM: Sweet and salty	[971, 683, 5549, 440, 2481, 1638, 1086, 17, 1453, 3431, 2334, 147, 3028, 2236, 3872, 3852, 3471, 4856, 3043, 3205]	162	3
99	I knew I was going to have to do it.	It's all your fault	[1764, 3392, 2449, 6000, 3189, 2236, 5664, 2281]	73	2
100	If I'd known Binbin was so brave	Binbin is so scary, unlike me, he only loves Wai giegie	[3978, 5684, 112, 144, 5687, 5293]	83	4
101	If I'd known Wai was working out	This Binbin is really lame	[3829, 224, 5684, 112, 5439, 2029, 2469, 144, 4134]	76	2
102	retail purchase	Are you fucking lying to me?	[2402, 5684, 4667, 4909, 2834, 3189, 1324, 3687, 5739, 1413, 5220, 2030, 623, 3443, 2639]	136	0
103	Help each other! Those touching moments in the rainstorm in Henan Province	Source: @ Guancha Syndicate Since July 17, heavy rains in many parts of Henan have made it difficult for many people to move, and some areas have stopped water and cut off the network. At the scene of the disaster, many enthusiastic citizens spontaneously organized rescue of the trapped people, appeared countless warm, touching moments. At present, there have been 7 provinces 1800 officers and soldiers emergency aid Henan flood control rescue disaster relief, and Henan together to overcome difficulties!	[5539, 4199, 5311, 3167, 3981, 1143, 2760, 1074, 2490, 4603, 4167, 4086, 5043, 3965]	98	7
104	Personally, I think the most handsome changes of Didiqi	New people seek attention	[1503, 123, 3060, 362, 1203, 1086, 331, 5575, 1400, 168, 5788, 57, 5101, 2187]	92	4
105	The worst battle in human history [ranking]	The data mainly refer to Wikipedia and Baidu Wikipedia, and the disputed data take the middle number	[4124, 3769, 2555, 1602, 973, 1264, 4548, 2024, 3025, 4384]	66	5
106	"Putin named Xinhua Agency reporter to ask questions, Russia-China relations ""unprecedented"	Russian President Vladimir Putin said at his annual press conference on the same day that this is an absolutely comprehensive strategic partnership of cooperation that has no precedent in history, Russia Satellite Network reported Wednesday. Putin also said Russia would continue to supply energy to China after 2060, when both countries should be able to achieve carbon neutrality. Editor in the station: rattan pepper mushroom noodles	[5487, 5773, 5725, 5311, 1077, 3601, 1086, 1984, 6004, 1074, 3123, 4028, 1733, 960]	73	6
107	I'm Hua Xiao Luo, my dream is to be a hero	The first time I did a pure female voice RAP, the first time I tried to bet almost all the way, almost all of it was spelled out, the effect may not be too good, but I really tried my best_(: 3)_Original song:Great Xia Zhou-Jay Chou Material: Painting slag flower small brand mix:Yan Ce went to Moonlight Woodland Edit/Tune/Write:486 on Mount AkiyamaEX Mengxin	[2946, 4783, 1878, 648, 3978, 5657, 3078, 1143, 4627, 2297, 317, 5886, 3960, 5223]	95	4
108	You're next, Fu.	No more talking. Haha, please approve it. No more headlines.	[6035, 6120, 2631, 911, 1203, 298, 3110, 3899, 2570, 968, 2294, 242, 427, 5399]	81	4
109	Neighborhood disputes	Original: SpongeBob SquarePants, jojo ask is cut!! Want to be on the hot spot!!	[3475, 209, 1128, 887, 3331, 3640, 1203, 3402, 5862, 4682, 4649, 3078, 1611, 889, 5844, 3899, 2570, 1897, 2294]	131	2
110	Cat and mouse love each other and kill each other. Cut the ending.	Jerry's amazing adventure!	[911, 2220, 6101, 1203, 4299, 2488, 2276, 57, 5066, 5357, 3140, 5399]	125	6
111	"I put ""fog,""mirage,""drowning,""seabed"" together, unexpectedly no sense of disobedience? Gentle male voice cover, a song feel four times happy."	"Fog"" Original Singer: Yao Liuyi ""Mirage"" Original Singer:Third Uncle said ""drowning"" original song: Ge Dongqi ""seabed"" original song:A durian (above in singing order) accompaniment:""Mirage"" cover: Shuiyu New Year 's Day, hair song cough up. Do you like this type of people? In fact, some songs sung together will have unexpected effects. Oh ~ Don't forget the third company for your favorite friends. If there are many people I like, I will make more videos."	[2435, 5115, 2586, 2262, 1283, 1317, 103, 3856, 1987, 3282, 1528, 4469, 5213, 4130, 1649, 2013, 4554]	145	0
112	High energy ahead! Quiet in the bustling, the peak of the ultimate picture quality, please prepare your coins	High energy ahead! Quiet in the bustling, the peak of the ultimate picture quality, please prepare your coin Shelley Dong UPUP	[1358, 2664, 1203, 1327, 5130, 1842, 5157, 4478, 5916, 1783, 2249, 2013, 4443]	163	5
113	[Xu Prawn] High energy ahead, you've never seen Xu Prawn	Come on, give it a thumbs up!	[5207, 1699, 2823, 3172, 2843, 5739, 1248, 1294, 474, 2055, 3722, 3886, 2013, 3819]	143	2
114	That last pit was awesome!	iwannalaywithyou Author:@ Zichen Game Jun	[5207, 1947, 1197, 3687, 5074, 4729, 4864, 143, 1283, 2298, 3732]	162	1
115	Apple is so lovely, what can have bad thoughts!	I love company three! iwannabethestunt3	[116, 1128, 1283, 1634, 800, 3687, 5074, 143, 1890, 1238, 3480]	143	1
116	I can't stand the last hole.	I want 10,000 likes	[5207, 4536, 1218, 1565, 801, 619, 2669, 3687, 143, 5074, 3136, 2175, 4729, 1908, 1283, 5802, 2231]	151	1
117	You Timo call this a barrage trap? I cried.	I want 10,000 likes, or I'll cry and don't show you, hum hum ah ah ah ah ah	[2402, 3514, 4299, 801, 4127, 3687, 5074, 2695, 143, 2231, 2837]	134	1
118	[Naked-eye 3D] Your barrel poked me! Chao Qing, take your knees	First of all, hard editing greatly, I hope to recommend it again thank you for watching like remember three yo! Don't get lost ~ don't get lost ~ don't get lost ~ don't get lost.	[5286, 495, 4080, 5456, 4166, 6000, 5118, 5575, 5081, 5475, 4788, 4192, 4416, 2294, 1820, 4719, 4696]	139	4
119	[Zhu Yi] 224 Learn each other's biographies with friends	Wechat Official Account @weibo@ YouTube [Zhu Yi 's Boring Life Bgm:Hu Weili	[1402, 2582, 2532, 1744, 315, 5472, 2834, 3687, 5082, 2236, 938, 1691, 2088, 2024, 249]	89	3
120	[Zhu Yi] 186 All stand up! Today I'll tell you the secret of my success!	Wechat Official Account: weibo@YouTube [Zhu Yi's Boring Life Bgm:Conquest of Paradise-Vangelis	[5294, 4577, 798, 4609, 4020, 2532, 4556, 2623, 3854, 5007, 2236, 3902, 2030, 4364, 3609]	116	2
121	[Uncle Ge] Ultimate Ghost Animal Super Blue Cat	Original newcomer to test the water. MC transcoding with a variety of failed slag image quality Royal exemption. Slag, Sinai, Sinai.	[5739, 773, 4120]	107	2
122	"How is the drama created? ""Age of Awakening"" All details control!"	"The blackboard writing in ""The Age of Awakening"" is written by the director himself, carefully checked one by one, striving to restore the most authentic historical features. The play strictly requires make-up hair, in line with the scene of the play. Success comes from details, and preciseness creates fine products."	[4080, 361, 1010, 5344, 25, 5822, 4730, 2178, 1083, 5810, 3251, 5550, 6100]	111	5
123	[Patrick] ringringring	Just have fun.	[2262, 2064, 2864, 4200, 609, 1577, 4667, 343, 2906, 5739, 3687, 4224, 3697, 2273, 2013, 4170]	108	0
124	"Seven Seven Seven."" Lyrical rap."	I deleted it by mistake just now, resend it	[1028, 4976, 2435, 4927, 5329, 2531, 4627, 2888, 2706, 1528, 1943, 4396, 3669, 921, 4613, 5015]	71	0
125	"Zhou Shuyi saw the white mouse masterpiece ""Pressure Cooker Rap"" letter steel finally played understand"	Sister Zhou looks at the letter steel rap and calls out the original flavor version BV1Yy4y1J7yw	[1028, 4976, 5115, 2262, 2003, 2742, 1114, 1844, 2706, 636, 3687, 2236, 1413, 547, 4962, 4017, 2454, 3180]	165	0
126	If I'd known🎅, I'd have been killed	After watching this video, Santa said to me, I 'm out of Christmas presents this year (crying) Guys, am I doing the right thing? Ben BV1MT4y1T7ZP wishes the audience a Merry Christmas! bgm: one drunk	[1068, 830, 5927, 5060, 620, 2231, 3687, 144, 5739, 3875, 438, 1890, 1238, 3483, 4584, 4851]	85	3
127	It took me 20 years to know I was a clip. Thank you.	Divorced from Pu 'er	[3670, 2198, 4153, 2281, 2923, 4348, 2236, 3654, 3205, 2373, 4443]	111	5
128	Local dialect version clip sound, northeast version contrast is too big, Taiwan version is just right, original YYDS!	Local dialect version clip sound, northeast version contrast is too big, Taiwan version is just right, original YYDS!	[4763, 361, 2253, 4919, 5906, 5443, 5085, 1509, 1528, 5371, 2332, 5191, 2681, 3643, 2435, 2150, 1991, 4715, 5734, 646]	100	0
